usuario_id,empleo_id,fecha_postulacion,estado,carta_presentacion
u1185,j648,2024-11-17,revisado,true
u1660,j14,2022-11-17,revisado,true
u703,j491,2026-12-15,contratado,true
u499,j527,2024-04-16,contratado,true
u82,j9,2022-10-13,contratado,true
u1105,j556,2025-05-15,rechazado,false
u1654,j38,2022-05-20,pendiente,false
u809,j125,2024-09-24,revisado,false
u846,j599,2024-10-31,pendiente,false
u2024,j606,2023-03-20,pendiente,true
u1004,j412,2026-05-19,revisado,true
u100,j519,2024-12-15,pendiente,true
u2128,j502,2024-06-19,rechazado,false
u37,j265,2024-08-17,pendiente,false
u1378,j497,2022-07-28,revisado,false
u1818,j314,2023-01-21,revisado,false
u1997,j341,2026-02-23,pendiente,true
u246,j425,2023-03-27,rechazado,true
u1226,j466,2025-08-14,revisado,false
u783,j360,2025-10-02,contratado,true
u1361,j45,2026-04-08,contratado,false
u974,j493,2022-06-24,rechazado,false
u1660,j321,2024-10-22,pendiente,true
u314,j198,2022-02-04,contratado,true
u1932,j535,2023-04-17,contratado,true
u1438,j106,2025-03-08,contratado,false
u765,j129,2022-06-20,pendiente,true
u1986,j157,2024-11-25,contratado,true
u798,j441,2026-05-02,contratado,false
u132,j273,2022-06-21,rechazado,false
u445,j292,2024-05-05,contratado,true
u1236,j228,2026-06-28,rechazado,false
u281,j144,2022-02-15,revisado,true
u2180,j543,2026-09-28,contratado,true
u2136,j256,2025-10-29,pendiente,false
u154,j74,2022-09-29,rechazado,true
u220,j140,2023-03-12,pendiente,false
u1285,j323,2022-06-07,rechazado,true
u1426,j471,2025-06-14,contratado,false
u2102,j8,2024-07-04,revisado,false
u475,j113,2024-10-10,contratado,false
u1543,j319,2022-04-01,rechazado,false
u2002,j307,2022-07-22,rechazado,false
u1159,j526,2025-03-24,rechazado,true
u1532,j487,2025-12-28,pendiente,false
u1636,j128,2025-04-18,pendiente,false
u1746,j375,2025-03-30,rechazado,false
u1503,j398,2022-08-27,rechazado,false
u1952,j625,2025-07-31,revisado,false
u314,j315,2024-12-12,pendiente,false
u414,j530,2025-02-24,revisado,false
u185,j5,2022-04-27,revisado,false
u389,j156,2022-08-16,revisado,false
u2086,j109,2025-06-29,contratado,false
u210,j360,2026-10-16,pendiente,true
u445,j386,2022-10-07,contratado,true
u107,j631,2026-09-15,rechazado,true
u56,j7,2023-01-17,pendiente,false
u500,j100,2025-06-30,rechazado,false
u1797,j114,2023-05-12,contratado,false
u2115,j272,2026-07-03,revisado,true
u842,j83,2022-12-25,pendiente,true
u154,j487,2026-05-14,rechazado,false
u2046,j283,2024-10-21,contratado,false
u516,j85,2023-05-23,pendiente,false
u465,j186,2025-09-12,pendiente,false
u910,j589,2024-06-28,contratado,true
u1593,j129,2023-03-12,revisado,false
u1240,j75,2025-01-30,revisado,false
u1428,j214,2026-12-07,rechazado,false
u789,j195,2022-08-31,pendiente,true
u486,j170,2023-05-11,revisado,false
u976,j382,2024-12-03,contratado,false
u1827,j494,2022-12-09,rechazado,true
u2188,j588,2022-01-13,revisado,true
u319,j461,2022-01-21,pendiente,true
u881,j466,2024-02-27,pendiente,true
u260,j323,2022-01-07,rechazado,true
u1709,j595,2022-09-05,pendiente,true
u1788,j524,2025-10-25,revisado,true
u670,j76,2022-05-18,rechazado,false
u943,j16,2026-02-16,rechazado,true
u384,j546,2026-09-30,pendiente,true
u919,j383,2023-07-16,rechazado,true
u1850,j253,2022-11-01,contratado,true
u1475,j172,2026-02-16,contratado,false
u95,j304,2024-12-01,revisado,false
u1674,j125,2023-04-23,contratado,false
u903,j194,2024-01-04,contratado,true
u1404,j197,2026-02-22,rechazado,false
u2132,j95,2023-02-09,rechazado,true
u1446,j2,2026-04-13,rechazado,true
u1191,j386,2025-08-06,contratado,false
u655,j460,2026-06-11,pendiente,true
u1657,j552,2024-08-27,revisado,false
u865,j336,2026-09-29,rechazado,false
u272,j213,2025-05-17,revisado,false
u1922,j219,2025-07-14,pendiente,true
u1757,j233,2026-01-28,rechazado,true
u873,j337,2026-01-25,rechazado,false
u118,j415,2026-06-21,contratado,true
u446,j591,2026-06-10,pendiente,true
u164,j92,2022-08-14,contratado,true
u1154,j306,2025-04-19,contratado,true
u1956,j212,2026-03-22,contratado,true
u1976,j31,2023-12-21,pendiente,true
u836,j128,2024-05-27,revisado,false
u1459,j636,2026-12-30,contratado,true
u1349,j82,2023-06-05,rechazado,false
u1196,j184,2024-02-15,revisado,false
u1840,j84,2025-05-04,rechazado,true
u2020,j449,2024-10-01,rechazado,false
u287,j343,2025-05-07,pendiente,true
u762,j15,2025-08-11,rechazado,false
u959,j474,2022-09-28,pendiente,false
u410,j559,2022-05-03,contratado,false
u1408,j623,2022-01-04,rechazado,true
u486,j68,2023-06-28,revisado,true
u208,j605,2026-11-10,rechazado,false
u1895,j583,2026-12-11,pendiente,true
u1607,j150,2026-04-24,pendiente,true
u880,j110,2023-02-19,rechazado,true
u748,j270,2026-08-30,rechazado,true
u8,j649,2025-04-23,pendiente,true
u34,j611,2025-08-20,revisado,false
u1222,j191,2022-07-17,revisado,true
u780,j165,2024-07-04,pendiente,true
u1912,j516,2025-05-18,pendiente,false
u1209,j537,2026-08-29,rechazado,false
u569,j237,2023-07-08,pendiente,true
u1356,j68,2025-10-11,revisado,true
u637,j38,2022-01-13,pendiente,false
u791,j258,2026-12-25,revisado,false
u1919,j308,2024-08-31,rechazado,false
u270,j268,2024-02-11,pendiente,true
u1151,j113,2024-12-12,pendiente,true
u763,j533,2022-10-10,rechazado,true
u997,j326,2026-02-20,pendiente,true
u818,j129,2026-06-19,contratado,false
u516,j365,2023-12-30,rechazado,true
u596,j403,2025-12-15,revisado,false
u1730,j362,2025-02-16,revisado,false
u1053,j55,2025-09-22,contratado,false
u884,j353,2024-07-21,rechazado,true
u1749,j189,2023-06-04,contratado,false
u1364,j540,2022-02-02,pendiente,false
u1168,j462,2023-12-18,contratado,false
u1531,j32,2022-07-09,pendiente,false
u1946,j221,2025-02-23,contratado,true
u1114,j536,2023-03-15,rechazado,false
u350,j174,2026-05-30,rechazado,true
u2085,j68,2025-06-30,rechazado,false
u1137,j308,2026-09-08,contratado,true
u532,j170,2025-06-06,contratado,false
u2110,j564,2023-01-26,pendiente,true
u834,j576,2023-02-03,rechazado,true
u914,j142,2024-07-09,rechazado,true
u1284,j62,2024-10-24,revisado,true
u696,j67,2026-12-27,rechazado,true
u1727,j364,2024-12-17,rechazado,false
u1769,j289,2026-06-02,rechazado,false
u356,j0,2026-07-18,revisado,true
u1882,j194,2026-11-20,contratado,true
u678,j292,2024-08-29,revisado,false
u1044,j544,2024-01-02,rechazado,false
u1876,j392,2024-06-23,contratado,false
u768,j183,2022-10-30,rechazado,false
u1969,j548,2024-11-02,rechazado,false
u1777,j579,2024-03-20,contratado,true
u94,j646,2026-02-19,revisado,true
u874,j109,2023-01-24,pendiente,false
u1167,j251,2023-08-15,revisado,false
u514,j169,2025-10-09,revisado,false
u1354,j428,2026-02-27,rechazado,false
u106,j335,2022-09-02,pendiente,false
u1308,j246,2024-08-02,contratado,false
u1446,j255,2025-06-18,revisado,false
u1501,j227,2025-07-18,contratado,false
u284,j351,2023-07-17,contratado,true
u84,j199,2026-02-14,contratado,true
u1017,j141,2026-02-10,pendiente,true
u927,j233,2026-04-03,revisado,false
u1105,j137,2022-07-19,pendiente,true
u137,j538,2022-02-27,rechazado,true
u1292,j87,2024-03-20,rechazado,true
u537,j494,2024-07-23,pendiente,true
u2085,j355,2025-10-24,pendiente,true
u750,j135,2023-05-13,revisado,true
u1666,j588,2026-04-21,rechazado,false
u1006,j97,2024-07-01,pendiente,false
u1937,j403,2024-03-01,pendiente,true
u31,j258,2022-08-13,pendiente,true
u636,j432,2026-05-02,revisado,false
u681,j182,2026-12-27,contratado,false
u1831,j196,2025-01-06,rechazado,false
u1657,j134,2022-08-22,revisado,false
u1991,j144,2024-08-22,rechazado,true
u834,j185,2024-03-05,pendiente,true
u335,j214,2026-06-10,revisado,false
u1281,j381,2022-09-22,pendiente,true
u997,j434,2025-05-21,revisado,false
u2170,j619,2024-02-05,contratado,true
u1805,j243,2023-07-10,rechazado,false
u586,j627,2024-10-21,rechazado,true
u499,j78,2022-05-10,pendiente,true
u2038,j472,2024-12-02,rechazado,false
u441,j5,2024-02-02,rechazado,false
u314,j411,2025-09-17,pendiente,true
u234,j619,2023-03-25,pendiente,false
u2083,j342,2022-12-03,contratado,true
u151,j276,2025-04-16,pendiente,false
u1955,j313,2025-10-31,rechazado,false
u2161,j565,2024-12-16,pendiente,true
u738,j607,2023-05-18,revisado,true
u1332,j79,2024-09-28,contratado,true
u613,j508,2024-12-28,revisado,true
u1203,j261,2026-06-18,pendiente,true
u1571,j366,2023-06-21,rechazado,true
u601,j253,2026-07-04,contratado,true
u1498,j179,2025-12-17,rechazado,false
u2086,j505,2024-02-12,contratado,false
u45,j186,2024-08-10,revisado,true
u449,j407,2026-07-12,rechazado,false
u1197,j494,2022-11-08,rechazado,false
u762,j49,2023-01-27,rechazado,true
u650,j99,2025-05-17,revisado,true
u490,j477,2023-06-21,revisado,true
u1836,j12,2025-12-05,rechazado,true
u156,j605,2026-01-01,revisado,true
u716,j445,2023-06-28,contratado,true
u882,j317,2022-03-24,contratado,true
u469,j429,2022-06-14,revisado,true
u334,j265,2022-05-19,revisado,true
u205,j551,2024-12-28,contratado,false
u532,j145,2023-02-25,rechazado,true
u2036,j102,2026-03-09,pendiente,true
u1774,j553,2023-11-25,pendiente,true
u603,j243,2025-10-21,pendiente,true
u1946,j265,2024-07-29,revisado,false
u1974,j573,2025-11-01,revisado,false
u2155,j505,2023-05-01,revisado,true
u1613,j268,2026-12-30,contratado,false
u1922,j506,2024-05-31,rechazado,true
u2124,j47,2022-12-01,rechazado,true
u2084,j192,2022-05-03,revisado,false
u1262,j645,2025-03-16,rechazado,false
u1674,j31,2024-10-28,rechazado,false
u123,j398,2024-09-29,pendiente,true
u424,j2,2026-01-12,revisado,true
u753,j100,2022-03-16,contratado,false
u1353,j52,2024-08-28,contratado,true
u537,j622,2024-03-29,rechazado,false
u889,j552,2025-11-16,revisado,true
u763,j487,2025-09-16,contratado,true
u466,j306,2026-04-24,revisado,false
u1409,j31,2023-04-14,rechazado,true
u131,j79,2022-05-10,revisado,true
u2076,j220,2023-05-23,pendiente,true
u839,j149,2026-11-26,rechazado,true
u1423,j38,2024-08-25,contratado,true
u1294,j337,2023-09-09,revisado,false
u209,j641,2023-01-03,contratado,true
u528,j18,2023-05-23,contratado,true
u204,j222,2023-07-24,revisado,true
u847,j594,2022-09-27,contratado,true
u1837,j375,2023-09-13,revisado,false
u1027,j89,2024-06-16,contratado,true
u982,j313,2022-11-28,pendiente,true
u62,j72,2025-10-30,revisado,false
u2175,j606,2026-06-19,pendiente,false
u1819,j76,2023-10-02,rechazado,false
u730,j471,2025-05-12,pendiente,true
u747,j641,2024-11-17,rechazado,true
u1276,j9,2023-11-12,pendiente,true
u498,j85,2022-12-10,contratado,true
u1520,j564,2025-05-17,contratado,true
u1696,j427,2025-02-20,contratado,false
u866,j353,2024-10-03,rechazado,false
u1018,j79,2026-12-14,rechazado,false
u575,j373,2024-04-14,pendiente,true
u1483,j243,2024-06-03,pendiente,true
u1911,j432,2026-08-21,revisado,true
u1811,j234,2022-08-03,rechazado,true
u2168,j30,2023-09-15,pendiente,false
u1109,j377,2023-08-10,revisado,true
u897,j593,2022-07-16,pendiente,false
u1676,j512,2022-11-26,rechazado,true
u1868,j235,2024-02-19,revisado,true
u651,j317,2025-05-26,revisado,true
u418,j523,2025-02-16,contratado,true
u470,j590,2022-08-26,revisado,true
u399,j542,2026-11-21,rechazado,false
u1466,j583,2023-07-10,rechazado,false
u215,j133,2024-08-15,pendiente,false
u1217,j572,2022-03-17,pendiente,false
u1688,j86,2026-06-16,rechazado,true
u669,j212,2022-09-04,rechazado,false
u927,j435,2026-10-03,contratado,true
u1756,j225,2025-07-12,pendiente,false
u976,j184,2024-06-15,rechazado,false
u1799,j86,2025-04-01,rechazado,false
u1711,j162,2026-07-18,contratado,false
u898,j446,2022-11-10,contratado,false
u794,j72,2024-01-21,contratado,false
u1258,j327,2026-01-28,rechazado,true
u1854,j339,2026-06-29,pendiente,false
u358,j353,2026-06-01,revisado,false
u69,j100,2022-02-05,rechazado,true
u1174,j11,2024-03-23,contratado,false
u1131,j308,2023-10-06,pendiente,false
u368,j555,2025-05-06,contratado,false
u291,j252,2022-10-06,contratado,false
u1519,j139,2026-08-22,revisado,true
u863,j610,2022-01-21,contratado,true
u649,j443,2025-09-27,rechazado,true
u1547,j44,2026-03-13,rechazado,false
u1398,j41,2024-03-09,contratado,false
u474,j582,2024-10-29,pendiente,true
u366,j400,2025-02-23,revisado,true
u890,j261,2026-03-28,contratado,true
u171,j267,2023-01-07,revisado,false
u1417,j233,2022-07-13,contratado,false
u466,j374,2025-07-04,revisado,true
u525,j135,2025-07-01,pendiente,false
u949,j129,2023-12-11,rechazado,true
u1313,j548,2025-12-03,pendiente,false
u1533,j148,2025-03-29,revisado,true
u1618,j65,2023-07-08,revisado,true
u1668,j228,2025-08-14,pendiente,true
u25,j562,2025-08-12,pendiente,false
u402,j82,2024-03-09,pendiente,false
u296,j103,2023-07-04,revisado,false
u327,j331,2025-10-21,pendiente,true
u661,j46,2022-06-02,pendiente,true
u371,j419,2024-03-04,pendiente,false
u93,j481,2022-04-25,pendiente,true
u1955,j555,2025-11-17,rechazado,false
u312,j92,2024-02-12,rechazado,true
u611,j187,2025-01-13,contratado,true
u460,j112,2025-10-23,revisado,false
u1384,j437,2023-11-09,pendiente,true
u227,j188,2022-12-15,revisado,true
u253,j395,2025-02-25,contratado,false
u1280,j90,2025-04-10,revisado,false
u615,j269,2025-09-13,revisado,false
u1847,j422,2026-02-24,revisado,true
u1090,j482,2025-02-17,rechazado,false
u1253,j52,2026-12-05,rechazado,false
u1182,j509,2026-03-28,rechazado,true
u1690,j122,2026-12-22,pendiente,true
u1241,j296,2024-07-25,pendiente,true
u2074,j647,2023-08-03,contratado,false
u13,j199,2022-06-12,contratado,true
u2093,j134,2023-04-18,contratado,false
u1695,j298,2024-03-21,revisado,true
u1736,j444,2023-11-05,rechazado,false
u1447,j481,2024-07-31,revisado,false
u286,j584,2022-01-05,revisado,true
u1201,j34,2025-11-15,rechazado,false
u240,j212,2025-11-16,revisado,false
u1107,j170,2026-01-02,rechazado,true
u2182,j79,2023-02-07,pendiente,false
u192,j18,2026-07-14,contratado,false
u1640,j202,2024-02-09,rechazado,false
u1002,j127,2024-03-28,revisado,false
u929,j66,2023-12-07,pendiente,false
u116,j354,2024-01-21,rechazado,true
u1932,j320,2026-01-18,revisado,true
u1958,j152,2022-01-21,pendiente,false
u812,j616,2024-05-31,revisado,true
u2106,j575,2022-03-31,contratado,true
u971,j345,2025-09-28,revisado,false
u2049,j505,2026-04-30,revisado,false
u145,j40,2026-05-15,contratado,false
u570,j592,2025-06-06,rechazado,false
u799,j148,2026-05-19,contratado,false
u1191,j342,2025-04-21,revisado,false
u2107,j168,2022-12-31,revisado,false
u844,j141,2025-08-13,contratado,false
u1510,j85,2026-09-14,pendiente,true
u956,j320,2023-07-30,pendiente,true
u1984,j596,2023-06-17,pendiente,false
u1795,j181,2025-12-27,contratado,true
u1885,j230,2024-06-18,rechazado,false
u495,j373,2025-09-09,pendiente,true
u778,j173,2023-11-26,revisado,false
u1227,j415,2025-01-30,pendiente,false
u518,j98,2026-10-24,revisado,true
u1520,j127,2026-10-30,pendiente,false
u1974,j303,2025-12-24,revisado,false
u2156,j264,2024-10-06,contratado,false
u1369,j337,2022-10-29,revisado,true
u1653,j524,2026-12-10,pendiente,true
u108,j232,2025-08-16,revisado,true
u1268,j391,2026-03-12,revisado,true
u765,j541,2022-12-23,pendiente,false
u2043,j10,2025-10-04,pendiente,false
u1513,j86,2022-08-11,revisado,false
u1105,j323,2026-03-27,contratado,false
u1684,j554,2022-02-17,rechazado,false
u920,j234,2024-04-28,pendiente,true
u639,j617,2022-12-27,pendiente,false
u522,j239,2023-11-15,rechazado,true
u1122,j232,2022-06-25,revisado,true
u816,j420,2022-12-18,contratado,true
u1407,j465,2026-01-23,rechazado,true
u542,j525,2022-08-14,revisado,false
u1238,j601,2024-04-29,revisado,false
u1797,j547,2022-08-17,rechazado,true
u2023,j502,2025-12-31,contratado,false
u817,j44,2023-07-20,rechazado,false
u1745,j107,2023-12-15,rechazado,true
u1604,j501,2025-04-02,pendiente,true
u1709,j503,2023-05-22,revisado,true
u523,j404,2026-02-25,pendiente,true
u1545,j2,2023-03-25,contratado,true
u1306,j609,2023-10-11,contratado,true
u662,j279,2024-07-10,rechazado,true
u1112,j439,2023-03-02,contratado,true
u1560,j184,2022-02-18,contratado,true
u105,j165,2026-07-27,rechazado,true
u1560,j103,2025-01-14,contratado,true
u1714,j594,2024-09-09,rechazado,false
u595,j469,2025-12-18,rechazado,true
u66,j478,2025-07-11,contratado,true
u2020,j412,2026-09-19,rechazado,true
u1110,j327,2023-04-25,rechazado,true
u954,j240,2022-01-19,rechazado,false
u700,j439,2025-02-24,contratado,false
u1988,j132,2024-05-24,pendiente,false
u1103,j599,2024-10-14,pendiente,false
u1519,j294,2022-07-12,revisado,false
u1092,j359,2024-11-13,revisado,true
u2087,j359,2026-08-24,rechazado,true
u502,j151,2022-09-15,contratado,false
u2056,j23,2022-07-09,revisado,true
u1559,j181,2023-08-08,revisado,true
u1011,j216,2025-11-28,rechazado,true
u757,j333,2026-08-08,contratado,false
u2175,j101,2024-10-08,revisado,true
u1084,j237,2024-04-22,contratado,true
u1072,j611,2023-01-15,revisado,false
u1137,j517,2025-07-10,revisado,false
u27,j600,2025-06-25,pendiente,false
u571,j379,2024-05-07,rechazado,false
u1260,j596,2022-09-04,contratado,false
u2010,j366,2022-02-10,revisado,true
u1086,j237,2026-10-15,revisado,true
u147,j191,2024-02-22,revisado,false
u1388,j438,2024-01-12,revisado,false
u2023,j555,2026-02-08,rechazado,false
u168,j351,2026-07-11,pendiente,true
u107,j73,2025-06-20,rechazado,false
u1635,j129,2022-06-12,revisado,true
u1038,j199,2024-07-24,contratado,false
u52,j621,2023-06-12,revisado,false
u669,j591,2023-06-19,revisado,false
u651,j100,2025-06-01,contratado,true
u1281,j229,2025-11-18,pendiente,false
u246,j645,2026-01-18,pendiente,false
u956,j331,2025-07-31,rechazado,false
u2023,j134,2022-11-01,rechazado,true
u2047,j103,2023-02-12,contratado,false
u1900,j140,2024-10-20,rechazado,false
u1838,j421,2024-08-22,rechazado,false
u2144,j175,2025-01-18,rechazado,false
u160,j133,2024-04-12,revisado,false
u1904,j431,2026-08-07,pendiente,true
u1277,j25,2024-06-05,contratado,false
u568,j462,2023-12-12,pendiente,false
u668,j75,2025-08-17,rechazado,true
u663,j39,2024-01-18,rechazado,true
u368,j315,2023-02-14,contratado,true
u629,j592,2023-07-12,revisado,false
u675,j371,2023-06-21,rechazado,false
u1174,j330,2022-05-08,revisado,false
u1461,j434,2022-02-01,contratado,true
u768,j73,2023-01-17,rechazado,false
u2188,j499,2025-07-21,revisado,false
u2036,j644,2024-06-03,contratado,true
u585,j415,2025-12-14,pendiente,true
u1241,j521,2026-08-21,revisado,false
u218,j72,2023-07-04,contratado,true
u843,j621,2022-12-06,revisado,true
u734,j41,2025-05-27,revisado,false
u7,j348,2024-10-04,pendiente,false
u786,j327,2024-02-12,contratado,false
u1624,j613,2025-09-28,rechazado,true
u2017,j22,2023-06-28,pendiente,false
u515,j217,2025-05-20,revisado,true
u1731,j332,2025-07-17,revisado,false
u1395,j313,2024-08-22,rechazado,false
u1330,j447,2026-02-12,revisado,false
u301,j397,2026-10-23,contratado,false
u512,j140,2026-11-19,pendiente,true
u466,j139,2025-01-03,pendiente,true
u196,j535,2023-12-19,revisado,true
u90,j286,2024-04-24,revisado,false
u2016,j391,2022-12-13,pendiente,false
u1998,j292,2023-02-05,contratado,false
u695,j298,2022-11-05,rechazado,true
u585,j4,2022-07-11,contratado,false
u2149,j310,2026-04-09,contratado,false
u359,j32,2025-07-06,rechazado,false
u738,j350,2025-02-11,revisado,true
u244,j78,2024-07-24,pendiente,true
u1264,j158,2023-01-23,rechazado,true
u304,j539,2023-03-19,contratado,true
u998,j271,2023-07-04,contratado,true
u1658,j488,2025-10-21,contratado,false
u680,j343,2026-08-08,revisado,true
u1639,j149,2022-07-16,pendiente,true
u1908,j523,2024-06-24,rechazado,true
u1254,j647,2025-10-02,revisado,false
u52,j283,2023-01-29,rechazado,false
u48,j413,2026-06-05,revisado,true
u2109,j281,2025-06-28,pendiente,false
u586,j329,2025-10-17,pendiente,false
u1156,j506,2024-02-09,contratado,false
u1649,j330,2023-10-24,rechazado,false
u420,j243,2022-03-29,pendiente,false
u1625,j34,2023-09-04,rechazado,false
u1170,j507,2026-08-13,contratado,true
u929,j499,2026-04-09,rechazado,true
u308,j193,2026-08-11,rechazado,false
u1782,j498,2023-02-19,contratado,true
u1941,j194,2025-05-06,revisado,false
u1412,j636,2023-10-04,rechazado,false
u1657,j48,2023-01-29,revisado,true
u1261,j315,2023-05-17,pendiente,false
u930,j214,2022-04-29,rechazado,true
u1724,j595,2022-10-24,revisado,true
u69,j190,2023-11-17,revisado,true
u315,j324,2022-12-12,contratado,true
u299,j18,2024-12-06,pendiente,false
u1493,j565,2026-05-14,contratado,false
u301,j307,2022-04-28,pendiente,false
u2001,j294,2022-03-24,rechazado,true
u1724,j120,2022-03-18,revisado,false
u461,j595,2022-11-28,rechazado,true
u1310,j99,2026-09-04,pendiente,true
u284,j228,2026-06-21,revisado,false
u1327,j107,2023-04-03,pendiente,false
u707,j598,2023-10-24,contratado,true
u409,j104,2024-05-19,rechazado,true
u1567,j3,2026-05-27,contratado,true
u1424,j66,2026-12-20,contratado,false
u1668,j626,2026-07-05,contratado,true
u990,j419,2025-03-06,contratado,true
u1165,j167,2024-05-05,rechazado,false
u1645,j56,2025-07-11,contratado,false
u1922,j414,2026-10-28,revisado,false
u1974,j294,2026-05-10,revisado,false
u1165,j30,2024-04-11,pendiente,true
u1225,j206,2022-01-23,pendiente,true
u1955,j245,2022-09-03,pendiente,false
u2187,j448,2025-06-10,pendiente,true
u507,j25,2024-04-07,pendiente,true
u2098,j191,2023-11-17,pendiente,false
u146,j254,2026-01-25,contratado,false
u265,j509,2026-06-23,rechazado,false
u1394,j231,2026-09-16,contratado,false
u80,j308,2023-04-19,pendiente,false
u683,j93,2025-12-27,pendiente,true
u375,j188,2025-04-26,pendiente,false
u318,j250,2025-03-08,rechazado,false
u145,j33,2024-09-19,contratado,true
u314,j515,2025-02-13,revisado,true
u1202,j437,2022-08-15,contratado,true
u1101,j615,2022-01-13,rechazado,true
u1395,j302,2022-07-26,contratado,true
u614,j599,2025-04-29,contratado,true
u1604,j601,2022-10-02,contratado,false
u1256,j555,2025-05-03,revisado,false
u2070,j113,2022-08-24,revisado,true
u266,j571,2023-10-13,pendiente,true
u1447,j644,2026-10-28,pendiente,false
u1452,j179,2024-12-14,rechazado,true
u1440,j565,2022-10-30,pendiente,false
u1445,j71,2024-12-19,contratado,false
u511,j624,2022-01-22,revisado,true
u66,j218,2026-03-17,revisado,false
u936,j436,2023-09-23,contratado,true
u1355,j98,2022-12-18,pendiente,true
u1179,j468,2026-04-26,contratado,false
u1422,j481,2023-05-30,pendiente,false
u2089,j105,2026-11-29,rechazado,true
u2190,j525,2023-12-10,contratado,false
u1841,j446,2024-05-03,revisado,true
u1925,j327,2025-06-03,contratado,false
u2027,j438,2022-06-06,revisado,true
u2014,j500,2024-11-22,revisado,true
u74,j584,2024-02-17,revisado,false
u49,j473,2025-09-07,rechazado,true
u2139,j466,2024-03-21,pendiente,true
u750,j382,2024-11-12,pendiente,true
u1794,j313,2023-12-11,pendiente,true
u880,j170,2026-07-27,contratado,false
u116,j642,2025-01-26,rechazado,false
u1872,j183,2026-10-10,contratado,true
u336,j147,2024-12-03,pendiente,false
u317,j122,2026-11-08,contratado,false
u2183,j636,2023-06-26,rechazado,false
u629,j193,2022-08-02,revisado,true
u2195,j599,2026-02-20,pendiente,false
u1388,j538,2025-01-19,contratado,false
u605,j253,2025-04-13,revisado,true
u700,j144,2022-01-30,contratado,false
u375,j255,2022-01-08,contratado,false
u243,j87,2023-04-07,revisado,true
u1339,j544,2025-12-02,pendiente,false
u1549,j214,2023-07-02,contratado,true
u973,j3,2023-01-15,rechazado,true
u629,j67,2025-09-30,contratado,false
u377,j536,2024-04-03,contratado,true
u629,j579,2026-07-21,rechazado,false
u1689,j136,2025-01-01,contratado,true
u838,j136,2024-08-04,pendiente,false
u2146,j78,2025-12-03,pendiente,true
u1510,j595,2022-06-14,rechazado,true
u1390,j123,2024-05-31,contratado,true
u279,j162,2024-05-17,contratado,true
u1113,j395,2023-04-16,contratado,false
u855,j520,2026-05-10,revisado,true
u1542,j307,2022-01-08,revisado,true
u421,j388,2023-05-06,contratado,true
u282,j38,2024-07-19,pendiente,false
u2179,j56,2025-07-22,contratado,false
u1748,j490,2022-04-26,pendiente,false
u1869,j56,2023-04-03,contratado,true
u1750,j628,2023-05-10,pendiente,false
u444,j242,2023-09-15,revisado,true
u2026,j533,2026-09-24,revisado,false
u475,j227,2023-04-25,revisado,false
u1630,j205,2023-04-18,pendiente,false
u282,j244,2024-11-20,revisado,true
u1164,j171,2024-09-06,pendiente,true
u2039,j484,2026-04-13,rechazado,false
u1093,j86,2025-06-11,revisado,true
u644,j557,2022-06-14,pendiente,false
u445,j38,2023-05-08,contratado,false
u2170,j87,2023-06-26,pendiente,true
u399,j333,2022-01-25,contratado,true
u424,j611,2023-06-07,revisado,false
u1555,j530,2026-08-06,rechazado,false
u1888,j527,2025-09-02,contratado,false
u1270,j366,2022-02-09,pendiente,false
u1920,j181,2024-01-05,contratado,true
u22,j636,2025-08-06,contratado,false
u1877,j528,2025-06-05,rechazado,false
u1896,j81,2024-04-23,revisado,false
u54,j244,2025-06-08,revisado,false
u1578,j400,2025-11-23,rechazado,false
u1033,j130,2026-11-28,revisado,false
u1724,j276,2023-06-20,rechazado,true
u612,j257,2026-06-24,contratado,true
u127,j507,2025-02-07,rechazado,true
u1271,j576,2025-08-06,pendiente,true
u1893,j518,2024-08-02,contratado,true
u1977,j563,2022-10-21,rechazado,false
u1392,j563,2023-09-19,revisado,true
u1418,j206,2025-10-31,revisado,false
u224,j240,2023-04-22,rechazado,false
u254,j84,2023-08-20,contratado,true
u1904,j320,2025-12-22,pendiente,false
u316,j536,2024-08-18,pendiente,true
u1597,j275,2025-10-24,revisado,true
u1115,j147,2026-05-08,pendiente,true
u1296,j131,2024-10-02,pendiente,false
u590,j290,2024-06-26,rechazado,true
u1831,j80,2024-04-06,rechazado,false
u553,j292,2023-06-18,revisado,false
u8,j632,2022-06-10,pendiente,true
u1408,j641,2025-04-18,contratado,false
u813,j81,2026-01-18,pendiente,true
u1596,j288,2026-03-30,rechazado,true
u1626,j397,2026-12-03,pendiente,true
u260,j271,2024-11-20,revisado,false
u1770,j282,2023-10-21,rechazado,true
u1698,j33,2024-07-23,revisado,false
u49,j634,2023-11-28,contratado,false
u2099,j98,2023-05-24,contratado,true
u460,j278,2024-09-07,revisado,true
u402,j321,2024-01-14,rechazado,false
u547,j155,2024-12-22,pendiente,true
u2181,j61,2025-04-21,rechazado,true
u1373,j220,2025-10-10,pendiente,true
u666,j42,2025-07-29,pendiente,false
u565,j131,2025-07-08,pendiente,true
u2181,j603,2022-07-24,revisado,true
u13,j210,2022-01-01,revisado,false
u1301,j195,2026-01-29,revisado,false
u1281,j232,2026-01-03,revisado,true
u638,j317,2022-06-30,pendiente,false
u2051,j540,2025-03-03,revisado,true
u462,j253,2026-07-19,contratado,false
u856,j265,2025-06-23,pendiente,true
