usuario_id,educacion_id,fecha_inicio,fecha_graduacion,graduado
u1545,ed164,2018-01-01,2021-06-15,true
u1932,ed26,2016-01-01,2021-06-15,true
u1341,ed368,2015-01-01,2020-06-15,true
u802,ed91,2013-01-01,,false
u1112,ed5,2015-01-01,,false
u1678,ed303,2014-01-01,2019-06-15,true
u1296,ed339,2019-01-01,,false
u1595,ed433,2018-01-01,,false
u1302,ed196,2018-01-01,2024-06-15,true
u2120,ed69,2009-01-01,2013-06-15,true
u1309,ed14,2014-01-01,2020-06-15,true
u1613,ed373,2006-01-01,,false
u1298,ed219,2009-01-01,,false
u1966,ed438,2005-01-01,,false
u663,ed361,2007-01-01,,false
u54,ed255,2012-01-01,,false
u1804,ed433,2014-01-01,2019-06-15,true
u1170,ed184,2009-01-01,,false
u2099,ed396,2006-01-01,2010-06-15,true
u855,ed110,2009-01-01,,false
u1879,ed428,2016-01-01,,false
u164,ed139,2014-01-01,2019-06-15,true
u1001,ed433,2015-01-01,,false
u1847,ed403,2020-01-01,,false
u2002,ed12,2016-01-01,2020-06-15,true
u154,ed60,2010-01-01,,false
u1678,ed256,2016-01-01,,false
u699,ed107,2006-01-01,,false
u1983,ed381,2018-01-01,2024-06-15,true
u243,ed78,2020-01-01,,false
u67,ed410,2017-01-01,2022-06-15,true
u893,ed127,2011-01-01,,false
u282,ed145,2015-01-01,2019-06-15,true
u1003,ed245,2007-01-01,,false
u766,ed200,2013-01-01,2016-06-15,true
u1898,ed258,2018-01-01,2021-06-15,true
u1594,ed396,2013-01-01,,false
u1684,ed8,2012-01-01,,false
u1381,ed70,2012-01-01,2017-06-15,true
u1920,ed247,2019-01-01,2023-06-15,true
u1954,ed289,2009-01-01,2013-06-15,true
u514,ed167,2007-01-01,,false
u1043,ed443,2016-01-01,2021-06-15,true
u298,ed267,2009-01-01,2015-06-15,true
u388,ed327,2006-01-01,2012-06-15,true
u850,ed48,2015-01-01,,false
u3,ed310,2012-01-01,2015-06-15,true
u762,ed91,2006-01-01,,false
u161,ed19,2005-01-01,,false
u824,ed382,2005-01-01,,false
u1206,ed125,2012-01-01,2018-06-15,true
u671,ed122,2014-01-01,2019-06-15,true
u490,ed243,2006-01-01,2009-06-15,true
u639,ed264,2008-01-01,,false
u450,ed276,2017-01-01,2020-06-15,true
u1654,ed379,2011-01-01,2016-06-15,true
u2160,ed187,2007-01-01,2013-06-15,true
u767,ed406,2017-01-01,2023-06-15,true
u744,ed438,2019-01-01,,false
u1648,ed356,2012-01-01,,false
u1396,ed369,2011-01-01,2016-06-15,true
u1558,ed198,2008-01-01,,false
u1157,ed269,2008-01-01,2014-06-15,true
u262,ed188,2015-01-01,,false
u672,ed17,2020-01-01,2025-06-15,true
u385,ed25,2009-01-01,2012-06-15,true
u405,ed404,2011-01-01,,false
u76,ed322,2014-01-01,,false
u661,ed394,2007-01-01,,false
u1731,ed182,2018-01-01,2024-06-15,true
u658,ed103,2016-01-01,,false
u1253,ed440,2017-01-01,2021-06-15,true
u1646,ed93,2014-01-01,2019-06-15,true
u1333,ed300,2005-01-01,2010-06-15,true
u1130,ed159,2014-01-01,2017-06-15,true
u863,ed435,2012-01-01,,false
u376,ed101,2006-01-01,,false
u1798,ed260,2020-01-01,,false
u1649,ed41,2014-01-01,2020-06-15,true
u1551,ed389,2015-01-01,,false
u798,ed32,2007-01-01,,false
u1470,ed439,2012-01-01,,false
u1570,ed387,2006-01-01,,false
u128,ed342,2006-01-01,2011-06-15,true
u1036,ed281,2008-01-01,2012-06-15,true
u82,ed430,2020-01-01,,false
u1306,ed17,2011-01-01,,false
u1332,ed100,2017-01-01,,false
u335,ed394,2018-01-01,,false
u1375,ed204,2009-01-01,2014-06-15,true
u1438,ed179,2019-01-01,,false
u1705,ed80,2017-01-01,,false
u74,ed170,2013-01-01,,false
u683,ed320,2006-01-01,,false
u1297,ed63,2008-01-01,,false
u1897,ed416,2009-01-01,2014-06-15,true
u1243,ed446,2015-01-01,2021-06-15,true
u1463,ed422,2007-01-01,,false
u1616,ed6,2005-01-01,2008-06-15,true
u1586,ed92,2020-01-01,2023-06-15,true
u85,ed266,2012-01-01,,false
u301,ed410,2013-01-01,,false
u729,ed32,2007-01-01,,false
u1524,ed28,2005-01-01,,false
u1200,ed324,2017-01-01,,false
u83,ed304,2007-01-01,2013-06-15,true
u1833,ed250,2008-01-01,2014-06-15,true
u1253,ed95,2007-01-01,,false
u1806,ed305,2013-01-01,,false
u62,ed282,2008-01-01,2012-06-15,true
u1009,ed238,2011-01-01,2016-06-15,true
u790,ed364,2010-01-01,,false
u521,ed54,2019-01-01,2022-06-15,true
u1673,ed320,2012-01-01,,false
u1451,ed254,2007-01-01,,false
u1055,ed235,2014-01-01,2018-06-15,true
u1792,ed439,2020-01-01,,false
u1717,ed219,2020-01-01,,false
u916,ed93,2017-01-01,2023-06-15,true
u553,ed8,2010-01-01,,false
u980,ed145,2019-01-01,,false
u398,ed85,2018-01-01,2022-06-15,true
u2015,ed218,2007-01-01,2013-06-15,true
u182,ed200,2015-01-01,,false
u1238,ed281,2013-01-01,2018-06-15,true
u189,ed226,2007-01-01,,false
u2015,ed428,2018-01-01,,false
u1052,ed379,2007-01-01,2010-06-15,true
u563,ed127,2017-01-01,,false
u1726,ed67,2020-01-01,2026-06-15,true
u1361,ed225,2014-01-01,,false
u1727,ed68,2014-01-01,2017-06-15,true
u52,ed359,2016-01-01,2020-06-15,true
u171,ed336,2014-01-01,2019-06-15,true
u1616,ed441,2020-01-01,,false
u520,ed235,2013-01-01,,false
u1481,ed244,2010-01-01,,false
u1437,ed429,2010-01-01,2013-06-15,true
u1197,ed57,2005-01-01,,false
u995,ed422,2015-01-01,,false
u1252,ed261,2009-01-01,2015-06-15,true
u1916,ed63,2005-01-01,2010-06-15,true
u1004,ed238,2014-01-01,,false
u485,ed254,2018-01-01,2023-06-15,true
u1908,ed7,2010-01-01,,false
u1382,ed169,2013-01-01,2019-06-15,true
u1149,ed180,2015-01-01,,false
u816,ed418,2011-01-01,2017-06-15,true
u1048,ed348,2008-01-01,,false
u4,ed210,2018-01-01,,false
u1115,ed275,2016-01-01,,false
u869,ed274,2005-01-01,2010-06-15,true
u1838,ed338,2006-01-01,2012-06-15,true
u1703,ed290,2016-01-01,,false
u591,ed156,2008-01-01,2011-06-15,true
u457,ed205,2007-01-01,2012-06-15,true
u1023,ed198,2010-01-01,2015-06-15,true
u1692,ed241,2018-01-01,,false
u215,ed104,2012-01-01,,false
u1040,ed266,2008-01-01,,false
u556,ed200,2020-01-01,2023-06-15,true
u617,ed11,2018-01-01,2021-06-15,true
u69,ed412,2007-01-01,2012-06-15,true
u42,ed117,2020-01-01,,false
u212,ed347,2006-01-01,2010-06-15,true
u1428,ed53,2010-01-01,2016-06-15,true
u1510,ed72,2016-01-01,,false
u1726,ed252,2011-01-01,,false
u1319,ed174,2005-01-01,2010-06-15,true
u685,ed159,2007-01-01,,false
u1135,ed136,2009-01-01,,false
u1348,ed412,2016-01-01,2019-06-15,true
u788,ed161,2018-01-01,2022-06-15,true
u1535,ed27,2017-01-01,,false
u1676,ed194,2011-01-01,,false
u492,ed58,2019-01-01,2023-06-15,true
u266,ed253,2017-01-01,2021-06-15,true
u455,ed119,2006-01-01,2009-06-15,true
u562,ed222,2006-01-01,2010-06-15,true
u718,ed18,2017-01-01,,false
u895,ed249,2009-01-01,,false
u1703,ed377,2014-01-01,,false
u730,ed100,2008-01-01,2014-06-15,true
u37,ed327,2019-01-01,2025-06-15,true
u371,ed71,2011-01-01,,false
u704,ed214,2006-01-01,2011-06-15,true
u460,ed114,2020-01-01,2024-06-15,true
u1912,ed224,2006-01-01,,false
u1898,ed245,2009-01-01,,false
u610,ed50,2005-01-01,2010-06-15,true
u236,ed272,2018-01-01,,false
u1326,ed416,2007-01-01,2013-06-15,true
u2005,ed367,2019-01-01,2022-06-15,true
u1762,ed155,2012-01-01,2017-06-15,true
u463,ed252,2015-01-01,2018-06-15,true
u1856,ed157,2013-01-01,2019-06-15,true
u152,ed354,2015-01-01,,false
u844,ed361,2010-01-01,2015-06-15,true
u1134,ed317,2018-01-01,2023-06-15,true
u1361,ed271,2010-01-01,,false
u575,ed225,2008-01-01,2012-06-15,true
u1800,ed406,2007-01-01,,false
u1838,ed269,2019-01-01,2025-06-15,true
u238,ed416,2012-01-01,,false
u290,ed333,2018-01-01,2024-06-15,true
u949,ed401,2006-01-01,2012-06-15,true
u1773,ed132,2018-01-01,2021-06-15,true
u273,ed247,2015-01-01,,false
u1039,ed372,2011-01-01,2016-06-15,true
u620,ed413,2007-01-01,,false
u1482,ed214,2016-01-01,2021-06-15,true
u1345,ed72,2018-01-01,2022-06-15,true
u621,ed48,2018-01-01,2022-06-15,true
u116,ed204,2016-01-01,,false
u617,ed336,2010-01-01,2015-06-15,true
u263,ed154,2019-01-01,,false
u2038,ed5,2017-01-01,,false
u1430,ed280,2012-01-01,,false
u2011,ed246,2010-01-01,2016-06-15,true
u27,ed301,2018-01-01,,false
u446,ed236,2008-01-01,,false
u290,ed264,2015-01-01,2020-06-15,true
u1360,ed430,2014-01-01,2020-06-15,true
u344,ed372,2012-01-01,2016-06-15,true
u1896,ed169,2013-01-01,,false
u206,ed379,2015-01-01,,false
u1473,ed330,2020-01-01,2025-06-15,true
u713,ed250,2009-01-01,,false
u1473,ed243,2009-01-01,,false
u1476,ed82,2009-01-01,,false
u1888,ed385,2013-01-01,,false
u2050,ed315,2013-01-01,2018-06-15,true
u1710,ed207,2013-01-01,,false
u549,ed59,2013-01-01,,false
u264,ed107,2013-01-01,2019-06-15,true
u1215,ed121,2018-01-01,2021-06-15,true
u1779,ed127,2019-01-01,,false
u906,ed375,2017-01-01,2021-06-15,true
u1494,ed285,2010-01-01,2016-06-15,true
u1698,ed277,2020-01-01,,false
u1474,ed336,2019-01-01,2023-06-15,true
u534,ed422,2011-01-01,,false
u1001,ed254,2020-01-01,,false
u129,ed199,2014-01-01,2018-06-15,true
u115,ed43,2016-01-01,,false
u968,ed319,2012-01-01,,false
u712,ed425,2016-01-01,,false
u2026,ed214,2010-01-01,,false
u1856,ed292,2006-01-01,,false
u1977,ed306,2012-01-01,,false
u1645,ed416,2006-01-01,,false
u597,ed327,2019-01-01,2024-06-15,true
u585,ed9,2008-01-01,2014-06-15,true
u164,ed425,2017-01-01,,false
u344,ed170,2015-01-01,2020-06-15,true
u667,ed281,2016-01-01,,false
u1838,ed209,2020-01-01,2024-06-15,true
u682,ed94,2018-01-01,,false
u1826,ed322,2006-01-01,,false
u518,ed354,2013-01-01,,false
u1670,ed21,2015-01-01,2018-06-15,true
u1153,ed144,2018-01-01,2022-06-15,true
u1737,ed202,2020-01-01,,false
u1927,ed163,2014-01-01,,false
u156,ed158,2006-01-01,2012-06-15,true
u1964,ed65,2015-01-01,2020-06-15,true
u364,ed88,2015-01-01,2020-06-15,true
u1547,ed46,2009-01-01,2013-06-15,true
u2062,ed84,2017-01-01,,false
u1674,ed276,2011-01-01,2016-06-15,true
u994,ed325,2018-01-01,,false
u1210,ed115,2012-01-01,,false
u306,ed191,2017-01-01,2023-06-15,true
u1466,ed267,2017-01-01,,false
u1833,ed382,2008-01-01,,false
u1601,ed312,2020-01-01,,false
u152,ed151,2016-01-01,2019-06-15,true
u1193,ed72,2005-01-01,2011-06-15,true
u672,ed286,2019-01-01,2022-06-15,true
u2055,ed411,2016-01-01,,false
u416,ed367,2012-01-01,,false
u502,ed366,2016-01-01,,false
u1990,ed329,2009-01-01,,false
u519,ed329,2011-01-01,2015-06-15,true
u2114,ed322,2012-01-01,,false
u1245,ed442,2017-01-01,2021-06-15,true
u1447,ed437,2009-01-01,,false
u1117,ed104,2006-01-01,,false
u2118,ed139,2020-01-01,2024-06-15,true
u2038,ed155,2011-01-01,,false
u1939,ed316,2012-01-01,,false
u839,ed355,2020-01-01,2023-06-15,true
u828,ed185,2017-01-01,2022-06-15,true
u1792,ed176,2016-01-01,2019-06-15,true
u1030,ed387,2013-01-01,,false
u1707,ed390,2008-01-01,2012-06-15,true
u1410,ed375,2014-01-01,2017-06-15,true
u2116,ed145,2008-01-01,2014-06-15,true
u1712,ed80,2006-01-01,2009-06-15,true
u1857,ed186,2006-01-01,,false
u1875,ed264,2005-01-01,,false
u1265,ed108,2011-01-01,,false
u16,ed205,2006-01-01,,false
u45,ed321,2013-01-01,2019-06-15,true
u822,ed46,2007-01-01,,false
u232,ed448,2010-01-01,2015-06-15,true
u457,ed312,2007-01-01,,false
u1188,ed93,2008-01-01,,false
u879,ed41,2018-01-01,,false
u1856,ed18,2015-01-01,,false
u834,ed217,2016-01-01,2020-06-15,true
u1402,ed194,2010-01-01,,false
u716,ed385,2017-01-01,,false
u1542,ed372,2007-01-01,2012-06-15,true
u2110,ed2,2009-01-01,,false
u408,ed85,2015-01-01,,false
u1537,ed54,2014-01-01,,false
u1191,ed146,2010-01-01,,false
u1505,ed126,2017-01-01,,false
u1288,ed132,2006-01-01,2011-06-15,true
u1395,ed161,2016-01-01,,false
u663,ed342,2005-01-01,,false
u1607,ed256,2018-01-01,2024-06-15,true
u943,ed282,2006-01-01,2009-06-15,true
u907,ed279,2012-01-01,2017-06-15,true
u2064,ed366,2020-01-01,2026-06-15,true
u721,ed153,2014-01-01,2018-06-15,true
u210,ed105,2007-01-01,,false
u1578,ed33,2019-01-01,2024-06-15,true
u1457,ed273,2008-01-01,,false
u2037,ed414,2013-01-01,,false
u798,ed278,2008-01-01,,false
u1976,ed373,2017-01-01,2020-06-15,true
u329,ed176,2020-01-01,2026-06-15,true
u902,ed171,2006-01-01,2009-06-15,true
u2179,ed30,2012-01-01,,false
u2119,ed209,2010-01-01,,false
u715,ed277,2014-01-01,2020-06-15,true
u453,ed118,2013-01-01,,false
u270,ed141,2005-01-01,,false
u1957,ed381,2010-01-01,,false
u124,ed399,2020-01-01,,false
u228,ed339,2008-01-01,,false
u1221,ed53,2007-01-01,,false
u244,ed105,2013-01-01,2019-06-15,true
u1310,ed246,2010-01-01,2015-06-15,true
u15,ed54,2009-01-01,,false
u919,ed258,2017-01-01,,false
u20,ed409,2020-01-01,2025-06-15,true
u1920,ed231,2013-01-01,2017-06-15,true
u1752,ed147,2019-01-01,2024-06-15,true
u1875,ed167,2011-01-01,2014-06-15,true
u1523,ed166,2017-01-01,2023-06-15,true
u1975,ed128,2017-01-01,,false
u387,ed94,2016-01-01,2020-06-15,true
u1133,ed310,2018-01-01,2024-06-15,true
u592,ed49,2010-01-01,,false
u1906,ed323,2013-01-01,2017-06-15,true
u67,ed24,2005-01-01,2009-06-15,true
u1345,ed377,2014-01-01,2017-06-15,true
u1799,ed171,2011-01-01,,false
u344,ed108,2011-01-01,,false
u1972,ed427,2017-01-01,2023-06-15,true
u1960,ed21,2005-01-01,,false
u189,ed241,2019-01-01,,false
u985,ed128,2019-01-01,,false
u1553,ed217,2009-01-01,2014-06-15,true
u1998,ed262,2017-01-01,2021-06-15,true
u2092,ed357,2011-01-01,,false
u1696,ed335,2011-01-01,,false
u293,ed93,2007-01-01,,false
u307,ed201,2016-01-01,,false
u535,ed18,2007-01-01,,false
u1666,ed22,2006-01-01,2011-06-15,true
u1298,ed395,2016-01-01,2022-06-15,true
u758,ed13,2008-01-01,2011-06-15,true
u487,ed380,2019-01-01,2024-06-15,true
u1015,ed43,2006-01-01,,false
u491,ed268,2015-01-01,2020-06-15,true
u486,ed275,2007-01-01,2010-06-15,true
u1692,ed392,2016-01-01,,false
u629,ed437,2007-01-01,2012-06-15,true
u1533,ed163,2009-01-01,,false
u756,ed306,2005-01-01,2011-06-15,true
u1749,ed42,2012-01-01,,false
u343,ed132,2012-01-01,2015-06-15,true
u1887,ed407,2009-01-01,,false
u296,ed195,2005-01-01,2010-06-15,true
u22,ed145,2008-01-01,,false
u1220,ed87,2016-01-01,,false
u1174,ed58,2020-01-01,,false
u264,ed142,2015-01-01,,false
u1588,ed288,2009-01-01,2012-06-15,true
u2103,ed165,2010-01-01,,false
u917,ed401,2015-01-01,2019-06-15,true
u1663,ed30,2020-01-01,2024-06-15,true
u1467,ed430,2008-01-01,,false
u1411,ed103,2010-01-01,,false
u993,ed12,2012-01-01,2016-06-15,true
u42,ed221,2006-01-01,2009-06-15,true
u7,ed371,2008-01-01,2014-06-15,true
u1405,ed24,2011-01-01,,false
u1811,ed239,2008-01-01,,false
u78,ed330,2014-01-01,,false
u1568,ed237,2017-01-01,,false
u284,ed296,2011-01-01,2016-06-15,true
u89,ed88,2010-01-01,,false
u540,ed160,2012-01-01,2016-06-15,true
u1054,ed365,2013-01-01,,false
u1736,ed32,2018-01-01,,false
u1973,ed14,2007-01-01,2012-06-15,true
u1295,ed384,2011-01-01,,false
u520,ed225,2014-01-01,2020-06-15,true
u1221,ed95,2009-01-01,,false
u2008,ed156,2018-01-01,2021-06-15,true
u455,ed17,2006-01-01,,false
u1724,ed184,2006-01-01,,false
u1285,ed336,2016-01-01,2019-06-15,true
u644,ed394,2007-01-01,2010-06-15,true
u1436,ed54,2011-01-01,,false
u1167,ed333,2014-01-01,2019-06-15,true
u2024,ed231,2009-01-01,2014-06-15,true
u2199,ed410,2019-01-01,,false
u1694,ed212,2007-01-01,,false
u1601,ed120,2015-01-01,,false
u632,ed15,2017-01-01,,false
u1471,ed271,2006-01-01,,false
u941,ed328,2007-01-01,2012-06-15,true
u1649,ed178,2009-01-01,,false
u1294,ed76,2007-01-01,2012-06-15,true
u193,ed304,2017-01-01,,false
u1925,ed274,2008-01-01,,false
u1567,ed157,2013-01-01,2017-06-15,true
u1666,ed176,2012-01-01,,false
u480,ed390,2011-01-01,,false
u1604,ed216,2018-01-01,,false
u17,ed6,2017-01-01,2020-06-15,true
u1330,ed71,2010-01-01,2013-06-15,true
u1902,ed132,2012-01-01,2018-06-15,true
u1916,ed339,2011-01-01,2017-06-15,true
u1314,ed40,2009-01-01,2014-06-15,true
u224,ed188,2005-01-01,2011-06-15,true
u1881,ed141,2007-01-01,2013-06-15,true
u1863,ed340,2012-01-01,2016-06-15,true
u1086,ed334,2010-01-01,2014-06-15,true
u1453,ed301,2014-01-01,2020-06-15,true
u1098,ed304,2005-01-01,2010-06-15,true
u2109,ed109,2015-01-01,2021-06-15,true
u2025,ed363,2009-01-01,,false
u2031,ed44,2010-01-01,2013-06-15,true
u1927,ed186,2011-01-01,,false
u615,ed208,2018-01-01,,false
u1768,ed281,2018-01-01,2021-06-15,true
u1752,ed318,2007-01-01,2010-06-15,true
u905,ed31,2016-01-01,,false
u2190,ed46,2017-01-01,,false
u628,ed1,2010-01-01,2013-06-15,true
u1252,ed156,2018-01-01,2023-06-15,true
u568,ed206,2012-01-01,,false
u1046,ed124,2017-01-01,,false
u76,ed220,2012-01-01,,false
u1389,ed395,2009-01-01,,false
u104,ed309,2018-01-01,,false
u838,ed71,2018-01-01,,false
u1665,ed221,2010-01-01,2014-06-15,true
u1086,ed196,2006-01-01,2011-06-15,true
u2189,ed318,2017-01-01,2021-06-15,true
u527,ed33,2009-01-01,2014-06-15,true
u988,ed53,2008-01-01,,false
u1281,ed141,2016-01-01,2022-06-15,true
u1312,ed375,2016-01-01,2022-06-15,true
u942,ed229,2012-01-01,,false
u2171,ed433,2005-01-01,,false
u852,ed129,2018-01-01,,false
u2145,ed341,2010-01-01,2015-06-15,true
u1393,ed194,2016-01-01,2022-06-15,true
u401,ed273,2017-01-01,,false
u975,ed103,2016-01-01,2020-06-15,true
u1469,ed416,2006-01-01,,false
u1700,ed281,2019-01-01,,false
u2041,ed436,2011-01-01,,false
u1140,ed248,2015-01-01,2021-06-15,true
u831,ed323,2005-01-01,,false
u2006,ed364,2018-01-01,2022-06-15,true
u1998,ed339,2009-01-01,,false
u1844,ed422,2016-01-01,2019-06-15,true
u1060,ed112,2017-01-01,,false
u2005,ed6,2019-01-01,2024-06-15,true
u1134,ed119,2011-01-01,,false
u884,ed370,2016-01-01,2022-06-15,true
u262,ed97,2006-01-01,,false
u307,ed384,2016-01-01,,false
u657,ed361,2006-01-01,2009-06-15,true
u333,ed223,2016-01-01,,false
u819,ed182,2006-01-01,,false
u1011,ed436,2006-01-01,,false
u2096,ed417,2019-01-01,,false
u2062,ed352,2009-01-01,2013-06-15,true
u603,ed35,2020-01-01,,false
u1780,ed86,2014-01-01,,false
u1075,ed326,2009-01-01,2013-06-15,true
u75,ed78,2013-01-01,,false
u843,ed80,2019-01-01,2023-06-15,true
u1679,ed89,2017-01-01,,false
u1505,ed447,2014-01-01,2019-06-15,true
u1874,ed247,2013-01-01,2016-06-15,true
u1726,ed345,2010-01-01,,false
u1755,ed329,2011-01-01,,false
u1342,ed24,2006-01-01,2012-06-15,true
u444,ed89,2015-01-01,2020-06-15,true
u603,ed29,2013-01-01,,false
u1266,ed328,2006-01-01,,false
u182,ed240,2006-01-01,2010-06-15,true
u693,ed73,2015-01-01,,false
u871,ed106,2010-01-01,2016-06-15,true
u103,ed242,2010-01-01,2015-06-15,true
u1607,ed127,2012-01-01,2015-06-15,true
u851,ed280,2013-01-01,,false
u113,ed65,2008-01-01,,false
u103,ed171,2017-01-01,2020-06-15,true
u1429,ed301,2012-01-01,,false
u1548,ed308,2014-01-01,,false
u1772,ed418,2008-01-01,,false
u448,ed342,2019-01-01,2023-06-15,true
u183,ed237,2009-01-01,,false
u1987,ed6,2019-01-01,,false
u256,ed78,2010-01-01,2014-06-15,true
u770,ed304,2014-01-01,2020-06-15,true
u1796,ed193,2011-01-01,,false
u1451,ed167,2019-01-01,2023-06-15,true
u273,ed51,2011-01-01,,false
u517,ed323,2014-01-01,2019-06-15,true
u1868,ed350,2017-01-01,,false
u518,ed400,2017-01-01,2021-06-15,true
u268,ed321,2015-01-01,,false
u1028,ed206,2007-01-01,,false
u1313,ed161,2013-01-01,2018-06-15,true
u1964,ed261,2009-01-01,,false
u1187,ed311,2015-01-01,2018-06-15,true
u999,ed192,2019-01-01,2022-06-15,true
u221,ed203,2008-01-01,2014-06-15,true
u1287,ed69,2012-01-01,,false
u1042,ed113,2018-01-01,,false
u1244,ed27,2009-01-01,,false
u34,ed125,2012-01-01,2016-06-15,true
u1037,ed90,2020-01-01,,false
u1584,ed46,2009-01-01,,false
u1442,ed383,2011-01-01,,false
u430,ed255,2005-01-01,,false
u1085,ed150,2015-01-01,2019-06-15,true
u1053,ed87,2009-01-01,,false
u1612,ed206,2019-01-01,,false
u147,ed52,2009-01-01,2012-06-15,true
u829,ed316,2007-01-01,,false
u847,ed48,2016-01-01,2019-06-15,true
u135,ed157,2013-01-01,,false
u1530,ed230,2009-01-01,2014-06-15,true
u1492,ed280,2010-01-01,2016-06-15,true
u760,ed181,2020-01-01,,false
u2138,ed10,2014-01-01,2017-06-15,true
u209,ed44,2019-01-01,2024-06-15,true
u460,ed202,2006-01-01,2011-06-15,true
u1519,ed177,2008-01-01,2014-06-15,true
u31,ed413,2012-01-01,2017-06-15,true
u542,ed392,2009-01-01,,false
u733,ed256,2005-01-01,,false
u1920,ed65,2007-01-01,,false
u1543,ed92,2019-01-01,,false
u195,ed334,2010-01-01,,false
u258,ed103,2014-01-01,,false
u1946,ed258,2008-01-01,,false
u1830,ed139,2020-01-01,2024-06-15,true
u519,ed343,2017-01-01,2023-06-15,true
u407,ed220,2019-01-01,2022-06-15,true
u660,ed344,2010-01-01,,false
u1890,ed106,2012-01-01,,false
u1060,ed309,2016-01-01,2019-06-15,true
u996,ed201,2019-01-01,,false
u429,ed430,2013-01-01,2017-06-15,true
u1516,ed321,2016-01-01,2020-06-15,true
u782,ed11,2006-01-01,2009-06-15,true
u1541,ed62,2006-01-01,,false
u1986,ed121,2012-01-01,2018-06-15,true
u982,ed252,2015-01-01,2020-06-15,true
u698,ed399,2012-01-01,,false
u663,ed393,2015-01-01,,false
u456,ed439,2014-01-01,,false
u1084,ed410,2012-01-01,,false
u412,ed223,2005-01-01,,false
u1682,ed86,2015-01-01,2019-06-15,true
u1323,ed260,2009-01-01,2014-06-15,true
u1045,ed273,2012-01-01,2015-06-15,true
u936,ed46,2010-01-01,2015-06-15,true
u373,ed439,2013-01-01,,false
u1508,ed160,2012-01-01,2018-06-15,true
u1278,ed194,2005-01-01,,false
u272,ed199,2020-01-01,2025-06-15,true
u1101,ed324,2020-01-01,,false
u1206,ed165,2012-01-01,2017-06-15,true
u978,ed144,2015-01-01,2019-06-15,true
u1114,ed433,2007-01-01,,false
u569,ed293,2008-01-01,,false
u318,ed287,2007-01-01,,false
u547,ed104,2008-01-01,2014-06-15,true
u283,ed424,2007-01-01,,false
u1271,ed22,2008-01-01,,false
u57,ed318,2011-01-01,2014-06-15,true
u242,ed196,2005-01-01,,false
u112,ed120,2010-01-01,,false
u48,ed159,2015-01-01,2018-06-15,true
u79,ed119,2020-01-01,,false
u1956,ed226,2010-01-01,2013-06-15,true
u1808,ed174,2005-01-01,,false
u741,ed283,2012-01-01,,false
u1483,ed6,2018-01-01,2023-06-15,true
u1793,ed183,2019-01-01,,false
u1297,ed60,2018-01-01,2021-06-15,true
u296,ed394,2011-01-01,2017-06-15,true
u1414,ed308,2006-01-01,,false
u1364,ed100,2016-01-01,,false
u1540,ed40,2006-01-01,,false
u901,ed32,2016-01-01,,false
u2060,ed73,2014-01-01,2020-06-15,true
u1866,ed334,2016-01-01,,false
u1503,ed242,2015-01-01,,false
u1368,ed349,2019-01-01,2024-06-15,true
u1411,ed297,2006-01-01,2009-06-15,true
u575,ed442,2007-01-01,2013-06-15,true
u45,ed214,2008-01-01,2013-06-15,true
u347,ed94,2015-01-01,2019-06-15,true
u846,ed151,2008-01-01,2014-06-15,true
u1873,ed11,2008-01-01,2012-06-15,true
u1615,ed324,2011-01-01,2016-06-15,true
u1835,ed324,2011-01-01,,false
u1463,ed198,2014-01-01,,false
u2044,ed334,2014-01-01,2018-06-15,true
u820,ed52,2012-01-01,,false
u474,ed11,2011-01-01,2017-06-15,true
u2182,ed326,2013-01-01,2017-06-15,true
u818,ed238,2012-01-01,2016-06-15,true
u774,ed40,2020-01-01,,false
u2128,ed299,2009-01-01,,false
u237,ed324,2008-01-01,,false
u1519,ed335,2013-01-01,2016-06-15,true
u1903,ed126,2018-01-01,,false
u1914,ed144,2017-01-01,,false
u475,ed199,2010-01-01,,false
u1122,ed109,2018-01-01,2022-06-15,true
u1499,ed269,2006-01-01,2009-06-15,true
u474,ed334,2011-01-01,2017-06-15,true
u58,ed6,2018-01-01,2023-06-15,true
u700,ed147,2020-01-01,2025-06-15,true
u1984,ed411,2010-01-01,2015-06-15,true
u2171,ed178,2007-01-01,2010-06-15,true
u2016,ed383,2007-01-01,2010-06-15,true
u739,ed117,2017-01-01,,false
u900,ed138,2005-01-01,,false
u411,ed228,2018-01-01,2021-06-15,true
u473,ed135,2015-01-01,,false
u2073,ed111,2016-01-01,,false
u1155,ed43,2017-01-01,2021-06-15,true
u894,ed393,2010-01-01,,false
u1542,ed145,2013-01-01,,false
u2109,ed47,2019-01-01,2025-06-15,true
u2044,ed197,2012-01-01,,false
u1421,ed69,2011-01-01,2014-06-15,true
u1746,ed171,2018-01-01,2021-06-15,true
u1448,ed443,2016-01-01,2022-06-15,true
u521,ed34,2014-01-01,,false
u1655,ed65,2016-01-01,2021-06-15,true
u1813,ed314,2014-01-01,,false
u2160,ed227,2005-01-01,,false
u1502,ed118,2011-01-01,2015-06-15,true
u408,ed173,2019-01-01,,false
u1134,ed364,2006-01-01,2010-06-15,true
u161,ed277,2011-01-01,2015-06-15,true
u792,ed167,2009-01-01,2015-06-15,true
u1469,ed199,2018-01-01,2022-06-15,true
u414,ed196,2005-01-01,2011-06-15,true
u1342,ed233,2008-01-01,,false
u1951,ed130,2020-01-01,2023-06-15,true
u56,ed375,2015-01-01,,false
u1635,ed132,2009-01-01,2014-06-15,true
