from_usuario_id,to_usuario_id,fecha_conexion,nivel,aceptada
u23,u1321,2023-10-07,3er nivel,true
u2083,u719,2019-03-29,3er nivel,false
u2057,u17,2025-08-29,3er nivel,true
u700,u147,2025-07-04,1er nivel,false
u724,u471,2019-01-17,3er nivel,false
u590,u800,2022-11-16,3er nivel,false
u2011,u335,2021-05-16,1er nivel,true
u2006,u535,2025-08-03,3er nivel,true
u686,u1290,2019-12-22,1er nivel,true
u687,u693,2024-05-16,3er nivel,true
u1479,u1898,2025-06-01,3er nivel,true
u1363,u1026,2021-05-17,1er nivel,false
u139,u950,2020-12-30,1er nivel,false
u201,u18,2024-03-31,2do nivel,true
u51,u954,2024-05-24,3er nivel,true
u2009,u433,2022-11-22,1er nivel,false
u1342,u607,2022-04-17,2do nivel,true
u2073,u2089,2025-04-21,3er nivel,false
u662,u204,2025-01-26,2do nivel,true
u1466,u345,2021-02-04,1er nivel,false
u1569,u186,2019-03-30,3er nivel,false
u1186,u1149,2020-03-24,1er nivel,false
u450,u1528,2025-07-14,1er nivel,true
u1661,u1211,2024-08-13,3er nivel,false
u1016,u1930,2020-05-30,3er nivel,false
u87,u432,2020-08-20,2do nivel,false
u2073,u1143,2024-11-04,3er nivel,true
u1102,u939,2020-07-08,3er nivel,false
u1746,u2008,2019-11-01,2do nivel,false
u754,u1391,2025-12-18,3er nivel,false
u1986,u334,2025-07-09,2do nivel,false
u2034,u211,2019-07-02,2do nivel,true
u341,u192,2021-08-09,2do nivel,true
u896,u1645,2021-07-01,2do nivel,true
u468,u1925,2021-01-05,1er nivel,false
u45,u1386,2019-12-21,2do nivel,false
u2183,u1777,2023-09-19,1er nivel,true
u1114,u906,2025-01-28,2do nivel,true
u1537,u450,2019-09-21,2do nivel,false
u597,u474,2020-04-05,3er nivel,false
u1051,u469,2025-12-30,1er nivel,false
u1332,u1375,2020-04-26,2do nivel,true
u953,u1613,2023-05-17,2do nivel,false
u491,u1141,2021-07-02,1er nivel,true
u1845,u1080,2019-04-06,3er nivel,true
u380,u237,2020-04-24,1er nivel,true
u1678,u1015,2025-03-24,1er nivel,true
u1121,u1111,2021-08-21,1er nivel,false
u1422,u1087,2025-05-17,3er nivel,false
u328,u2104,2025-10-25,3er nivel,true
u1995,u2050,2022-09-15,2do nivel,true
u1843,u461,2022-11-19,2do nivel,true
u1641,u167,2021-05-24,2do nivel,false
u1050,u2186,2025-08-31,1er nivel,true
u1161,u1117,2019-07-22,3er nivel,true
u284,u137,2019-01-24,2do nivel,false
u1641,u382,2025-10-05,3er nivel,true
u770,u780,2019-12-18,2do nivel,false
u689,u1594,2023-04-26,2do nivel,true
u973,u197,2024-01-05,2do nivel,true
u1379,u110,2023-10-30,2do nivel,true
u2113,u472,2019-09-04,2do nivel,false
u451,u235,2025-06-14,1er nivel,false
u1539,u1513,2020-02-06,1er nivel,false
u664,u104,2025-01-22,2do nivel,false
u881,u2043,2022-03-30,3er nivel,false
u1449,u1463,2024-12-23,1er nivel,true
u348,u2151,2023-02-01,3er nivel,false
u1577,u1360,2021-11-14,3er nivel,true
u1047,u1893,2024-09-20,1er nivel,true
u1680,u2118,2025-02-23,3er nivel,true
u29,u1920,2025-04-04,2do nivel,true
u720,u241,2019-11-28,3er nivel,false
u163,u892,2019-04-04,2do nivel,true
u1901,u1735,2020-06-10,1er nivel,true
u1339,u1373,2024-12-15,3er nivel,true
u347,u476,2020-11-08,3er nivel,false
u1897,u1714,2020-02-08,2do nivel,true
u120,u1842,2024-08-21,2do nivel,false
u519,u1078,2023-05-13,2do nivel,false
u79,u250,2021-11-06,3er nivel,true
u1413,u1817,2023-08-12,2do nivel,false
u378,u752,2022-10-18,2do nivel,false
u1433,u1234,2023-12-10,3er nivel,false
u359,u1601,2019-09-19,2do nivel,true
u273,u1083,2019-04-25,3er nivel,true
u1371,u1243,2022-05-16,2do nivel,false
u696,u1532,2020-08-15,1er nivel,false
u1430,u1008,2025-03-09,3er nivel,false
u889,u197,2024-02-17,2do nivel,false
u1647,u1990,2022-12-31,3er nivel,true
u1051,u1218,2021-01-14,1er nivel,true
u425,u1313,2024-05-23,3er nivel,false
u37,u1656,2022-11-22,3er nivel,true
u419,u536,2022-02-10,2do nivel,true
u1936,u1792,2025-03-05,1er nivel,false
u916,u1340,2019-06-24,3er nivel,false
u2095,u199,2020-02-26,3er nivel,true
u599,u1882,2020-05-05,2do nivel,false
u701,u845,2025-10-23,3er nivel,true
u1466,u738,2023-09-15,1er nivel,true
u1888,u1832,2020-12-11,2do nivel,false
u1375,u2068,2019-10-03,1er nivel,true
u1780,u403,2021-02-16,2do nivel,false
u559,u1853,2019-01-23,1er nivel,true
u875,u828,2020-06-27,3er nivel,true
u211,u680,2022-08-21,3er nivel,true
u176,u1128,2023-06-23,2do nivel,false
u69,u1856,2020-01-20,3er nivel,false
u901,u952,2020-04-08,1er nivel,false
u1653,u1208,2024-09-08,1er nivel,false
u1698,u727,2025-03-25,2do nivel,false
u791,u436,2024-09-16,2do nivel,true
u973,u1551,2022-03-24,3er nivel,true
u453,u1411,2020-09-06,3er nivel,false
u1037,u1490,2024-11-03,2do nivel,true
u1549,u1572,2021-03-06,3er nivel,true
u193,u849,2020-06-27,1er nivel,true
u1777,u2103,2019-07-09,2do nivel,true
u391,u2096,2020-09-30,1er nivel,false
u1377,u2004,2021-12-12,3er nivel,true
u548,u1506,2020-02-16,1er nivel,true
u780,u798,2022-04-04,1er nivel,true
u1921,u296,2025-08-25,2do nivel,false
u1400,u1497,2024-04-23,2do nivel,false
u1543,u616,2022-11-09,1er nivel,false
u1848,u422,2020-02-24,2do nivel,true
u558,u176,2021-07-23,2do nivel,false
u1964,u1099,2020-05-15,3er nivel,false
u1395,u1559,2022-11-12,3er nivel,true
u852,u23,2019-07-13,1er nivel,true
u1198,u730,2020-06-12,1er nivel,false
u375,u1648,2023-04-27,2do nivel,true
u889,u788,2022-12-27,1er nivel,false
u654,u268,2019-09-28,1er nivel,false
u546,u662,2023-12-16,1er nivel,true
u227,u1727,2024-04-13,2do nivel,false
u514,u194,2020-04-22,3er nivel,true
u2042,u1005,2019-11-04,1er nivel,true
u164,u469,2019-05-07,3er nivel,false
u1607,u146,2019-07-16,2do nivel,true
u191,u1275,2025-07-25,2do nivel,false
u1710,u2190,2023-06-29,3er nivel,false
u364,u85,2021-03-31,3er nivel,false
u862,u1934,2021-01-13,1er nivel,false
u2168,u942,2025-06-07,1er nivel,true
u682,u1394,2021-05-28,1er nivel,false
u1097,u2165,2025-02-05,3er nivel,true
u2014,u1676,2025-09-17,3er nivel,false
u1461,u1895,2024-04-21,2do nivel,false
u1277,u873,2025-05-31,2do nivel,true
u409,u1049,2023-10-02,1er nivel,true
u680,u1210,2022-11-03,3er nivel,true
u1061,u1857,2021-12-07,3er nivel,true
u312,u1663,2019-05-20,3er nivel,false
u1906,u493,2025-04-04,1er nivel,true
u669,u874,2021-12-27,3er nivel,false
u1186,u1140,2024-02-03,3er nivel,false
u2194,u1244,2024-11-21,2do nivel,false
u1271,u1233,2022-09-07,1er nivel,false
u725,u483,2023-02-16,2do nivel,true
u381,u1051,2020-06-26,2do nivel,true
u1964,u263,2021-06-17,1er nivel,true
u1105,u959,2024-12-31,1er nivel,false
u1651,u1153,2023-06-13,1er nivel,true
u866,u1440,2022-08-14,2do nivel,false
u603,u1372,2025-05-28,1er nivel,true
u1808,u707,2019-02-12,2do nivel,false
u1807,u891,2019-09-04,3er nivel,false
u108,u987,2025-11-09,3er nivel,true
u1045,u1639,2025-04-09,2do nivel,true
u208,u1961,2022-11-08,1er nivel,true
u357,u779,2025-02-26,1er nivel,true
u2089,u863,2022-08-05,1er nivel,false
u967,u2049,2022-05-27,3er nivel,false
u1391,u44,2023-01-27,1er nivel,false
u2086,u487,2022-11-17,1er nivel,true
u1085,u1697,2020-06-29,2do nivel,false
u1619,u1666,2020-10-21,1er nivel,false
u1608,u663,2024-03-07,3er nivel,true
u1268,u942,2024-09-01,1er nivel,false
u1102,u1485,2023-08-05,2do nivel,true
u1099,u1852,2022-11-05,1er nivel,true
u285,u1212,2021-11-29,2do nivel,true
u999,u1071,2022-08-09,2do nivel,false
u1366,u13,2020-01-01,1er nivel,true
u572,u300,2025-12-02,3er nivel,false
u410,u837,2019-11-20,1er nivel,true
u1465,u1003,2019-08-18,3er nivel,true
u97,u622,2021-01-29,1er nivel,true
u675,u1264,2019-10-10,2do nivel,false
u1669,u1796,2019-07-06,3er nivel,false
u2172,u824,2025-02-20,1er nivel,true
u1548,u1674,2024-01-11,2do nivel,true
u75,u29,2025-09-16,3er nivel,false
u1997,u906,2022-09-04,3er nivel,false
u1677,u758,2023-02-05,3er nivel,false
u74,u472,2020-08-01,1er nivel,true
u1491,u1361,2021-02-12,1er nivel,true
u662,u1384,2021-06-27,2do nivel,true
u1768,u1058,2023-05-12,2do nivel,true
u1904,u252,2023-10-12,2do nivel,false
u1780,u1222,2022-04-04,1er nivel,true
u353,u1097,2024-10-10,1er nivel,true
u489,u303,2025-12-12,3er nivel,false
u1353,u2022,2021-01-09,1er nivel,false
u1535,u1311,2021-07-19,1er nivel,true
u1624,u1328,2022-12-11,2do nivel,true
u631,u1587,2025-09-06,2do nivel,false
u56,u1444,2024-11-11,1er nivel,false
u220,u1894,2020-10-13,1er nivel,false
u816,u613,2024-12-19,3er nivel,false
u1589,u2070,2025-06-27,3er nivel,true
u401,u127,2023-06-27,3er nivel,false
u737,u2171,2022-11-12,2do nivel,false
u801,u131,2022-07-10,1er nivel,true
u1741,u422,2021-11-08,1er nivel,false
u956,u1823,2019-03-15,2do nivel,true
u2034,u1067,2020-07-24,1er nivel,true
u1431,u216,2021-01-20,3er nivel,false
u19,u1812,2025-05-24,3er nivel,true
u1813,u1940,2025-04-16,3er nivel,true
u193,u1075,2024-09-11,2do nivel,true
u1425,u101,2023-01-09,2do nivel,true
u1212,u1831,2024-11-11,2do nivel,true
u1262,u429,2022-06-12,2do nivel,true
u1066,u25,2024-09-29,3er nivel,false
u1998,u1430,2019-11-14,2do nivel,false
u657,u548,2025-08-19,1er nivel,true
u1868,u138,2019-09-16,2do nivel,false
u56,u1262,2024-05-10,2do nivel,true
u941,u46,2025-12-27,3er nivel,false
u1928,u409,2022-06-02,1er nivel,false
u761,u2053,2022-05-21,1er nivel,false
u1556,u2008,2024-02-14,2do nivel,true
u1775,u1376,2021-09-18,2do nivel,false
u1671,u1536,2023-12-11,3er nivel,false
u1716,u843,2023-12-21,1er nivel,false
u1214,u968,2023-06-15,1er nivel,true
u386,u1658,2024-10-22,2do nivel,false
u566,u1272,2019-10-18,2do nivel,true
u1762,u2138,2024-07-16,2do nivel,false
u671,u1288,2023-07-25,3er nivel,true
u1117,u835,2020-12-10,2do nivel,true
u41,u502,2019-12-02,1er nivel,true
u2143,u831,2020-04-25,2do nivel,true
u1105,u313,2019-08-07,1er nivel,true
u529,u186,2019-12-01,3er nivel,false
u1251,u1914,2021-11-23,3er nivel,true
u1283,u1945,2025-05-18,2do nivel,true
u1122,u530,2021-02-12,3er nivel,true
u762,u277,2020-12-08,2do nivel,false
u631,u1075,2024-05-11,3er nivel,true
u2084,u102,2024-08-02,1er nivel,true
u1889,u2119,2023-01-26,2do nivel,false
u790,u1678,2022-03-26,1er nivel,false
u1124,u730,2022-06-22,3er nivel,false
u248,u705,2023-05-01,3er nivel,true
u1304,u1196,2023-06-21,2do nivel,false
u539,u6,2024-06-04,3er nivel,true
u1880,u610,2020-06-22,1er nivel,true
u2143,u1792,2019-04-15,3er nivel,false
u986,u852,2022-05-24,3er nivel,false
u1435,u944,2025-07-12,2do nivel,false
u191,u706,2025-05-21,3er nivel,true
u823,u2103,2022-08-12,2do nivel,true
u566,u1241,2022-02-14,1er nivel,true
u1846,u2119,2021-03-30,2do nivel,true
u1550,u1130,2025-12-06,2do nivel,true
u1201,u1875,2025-09-21,1er nivel,false
u1172,u1866,2022-08-29,1er nivel,false
u960,u2009,2025-10-16,1er nivel,false
u73,u1766,2019-03-28,3er nivel,true
u1020,u2119,2020-08-23,1er nivel,true
u56,u705,2025-08-30,2do nivel,true
u1725,u1973,2025-03-12,1er nivel,false
u1728,u1286,2022-07-08,1er nivel,true
u603,u611,2021-01-11,1er nivel,true
u523,u2105,2025-02-20,1er nivel,false
u85,u838,2022-08-04,3er nivel,true
u714,u612,2021-07-21,1er nivel,false
u588,u923,2022-06-03,2do nivel,true
u1097,u292,2023-05-25,1er nivel,true
u2150,u333,2021-11-07,3er nivel,false
u683,u672,2021-05-29,3er nivel,true
u519,u722,2024-08-18,3er nivel,false
u1740,u1618,2020-05-04,3er nivel,false
u332,u185,2024-09-13,3er nivel,true
u2084,u1638,2021-03-17,1er nivel,true
u982,u928,2024-01-02,3er nivel,false
u731,u330,2021-11-30,2do nivel,false
u1236,u1054,2024-01-04,1er nivel,true
u1958,u114,2019-07-30,2do nivel,false
u1078,u1041,2020-11-08,1er nivel,false
u1853,u821,2019-05-11,1er nivel,false
u1036,u2109,2023-02-02,3er nivel,true
u2149,u868,2023-11-29,2do nivel,true
u594,u206,2019-08-02,2do nivel,true
u1009,u8,2024-02-06,2do nivel,true
u1780,u1563,2024-06-01,2do nivel,false
u2125,u1809,2024-06-15,1er nivel,false
u1916,u959,2021-07-15,1er nivel,false
u910,u2054,2021-05-17,2do nivel,true
u755,u1010,2024-12-27,3er nivel,false
u229,u1337,2023-11-25,3er nivel,false
u1878,u1555,2020-03-05,3er nivel,true
u1897,u2148,2020-05-05,1er nivel,true
u1889,u1641,2020-09-25,2do nivel,true
u1446,u648,2020-10-16,2do nivel,true
u1861,u1342,2023-10-14,1er nivel,false
u1005,u1829,2020-09-11,1er nivel,true
u1949,u93,2019-09-18,1er nivel,false
u1315,u1352,2022-09-25,3er nivel,false
u1862,u1882,2022-04-20,2do nivel,true
u1508,u458,2019-06-26,2do nivel,false
u1243,u1216,2021-12-02,3er nivel,true
u2010,u509,2023-06-21,2do nivel,false
u2127,u2110,2019-08-03,1er nivel,true
u678,u1172,2025-06-15,1er nivel,true
u7,u39,2025-04-13,1er nivel,true
u1239,u494,2024-12-24,2do nivel,true
u1311,u1281,2019-03-16,1er nivel,true
u224,u941,2024-09-18,1er nivel,true
u1512,u1103,2021-04-22,1er nivel,true
u1806,u901,2020-03-23,1er nivel,false
u118,u1108,2025-03-06,3er nivel,true
u2042,u1494,2025-05-03,3er nivel,false
u935,u565,2020-12-27,3er nivel,true
u1970,u2151,2019-06-09,3er nivel,true
u2137,u963,2025-06-13,3er nivel,false
u862,u385,2019-06-09,2do nivel,true
u127,u1132,2023-10-23,2do nivel,false
u804,u165,2021-06-30,3er nivel,true
u1587,u276,2025-05-29,2do nivel,false
u1964,u160,2024-03-30,3er nivel,false
u1666,u1050,2022-01-21,2do nivel,true
u491,u1437,2019-12-02,1er nivel,true
u1405,u1076,2020-11-12,2do nivel,true
u1322,u1369,2024-02-25,1er nivel,true
u419,u2064,2019-07-10,3er nivel,false
u555,u1382,2024-08-22,2do nivel,true
u918,u67,2020-06-21,1er nivel,false
u736,u1985,2023-03-06,1er nivel,true
u1408,u688,2024-06-18,3er nivel,true
u988,u282,2020-05-08,3er nivel,false
u907,u1176,2019-10-05,3er nivel,false
u1571,u957,2025-01-29,1er nivel,false
u1892,u1798,2023-02-05,3er nivel,false
u540,u1905,2023-12-11,2do nivel,true
u2084,u1126,2023-07-27,1er nivel,false
u772,u1233,2023-06-03,3er nivel,false
u1803,u1173,2019-09-07,3er nivel,false
u951,u1063,2024-12-27,2do nivel,false
u384,u1749,2022-04-04,2do nivel,true
u515,u382,2024-07-30,2do nivel,true
u1595,u79,2022-08-26,1er nivel,true
u263,u349,2019-02-22,1er nivel,true
u1974,u1928,2025-01-22,1er nivel,true
u2123,u640,2023-08-01,1er nivel,false
u1024,u289,2025-07-31,3er nivel,false
u195,u851,2021-01-21,1er nivel,false
u231,u2110,2019-12-29,3er nivel,true
u945,u614,2020-10-21,2do nivel,false
u1192,u1512,2021-12-21,3er nivel,false
u1161,u1159,2024-05-29,1er nivel,false
u2124,u2024,2025-09-22,1er nivel,false
u1157,u1793,2024-02-26,1er nivel,false
u1277,u97,2023-07-30,2do nivel,false
u1840,u1068,2020-05-29,1er nivel,false
u494,u895,2024-04-18,2do nivel,true
u782,u1854,2023-03-20,1er nivel,true
u1299,u836,2019-05-02,3er nivel,false
u2120,u2022,2025-04-28,1er nivel,true
u724,u2049,2019-11-11,1er nivel,true
u660,u1662,2021-06-08,2do nivel,true
u1496,u1779,2024-05-12,1er nivel,true
u708,u1592,2020-12-02,1er nivel,false
u418,u818,2021-02-25,2do nivel,false
u534,u2078,2022-03-26,2do nivel,true
u1995,u750,2025-01-25,1er nivel,false
u114,u406,2020-11-18,2do nivel,true
u239,u176,2021-12-22,1er nivel,true
u190,u284,2025-01-24,1er nivel,true
u628,u1194,2024-05-26,3er nivel,false
u1715,u1765,2024-03-25,3er nivel,true
u106,u789,2020-02-04,2do nivel,true
u1091,u205,2025-11-24,3er nivel,true
u1947,u1434,2019-11-26,1er nivel,false
u1703,u2191,2021-11-22,3er nivel,true
u1241,u416,2025-09-05,3er nivel,false
u2026,u408,2025-03-29,2do nivel,false
u279,u628,2019-01-12,3er nivel,false
u1747,u1434,2021-10-19,3er nivel,false
u373,u1074,2019-06-10,2do nivel,false
u1187,u1421,2025-07-11,1er nivel,false
u223,u406,2019-07-12,2do nivel,false
u715,u1854,2025-10-27,3er nivel,false
u674,u570,2022-10-23,2do nivel,false
u193,u527,2020-12-16,2do nivel,true
u481,u641,2021-01-26,2do nivel,true
u1527,u1102,2022-03-15,3er nivel,false
u1289,u48,2021-10-09,3er nivel,true
u1855,u1299,2025-02-13,1er nivel,false
u1029,u1752,2024-04-06,2do nivel,true
u973,u1536,2023-12-15,3er nivel,false
u2130,u783,2025-04-27,1er nivel,false
u1308,u329,2023-07-26,1er nivel,true
u1641,u1745,2021-01-11,2do nivel,false
u1224,u53,2025-10-29,3er nivel,true
u1880,u854,2024-03-26,3er nivel,true
u695,u456,2024-08-08,2do nivel,false
u2182,u61,2021-06-09,2do nivel,true
u1170,u1457,2022-05-28,2do nivel,true
u746,u327,2025-11-09,2do nivel,false
u1363,u79,2022-08-23,3er nivel,false
u1231,u290,2022-01-16,3er nivel,true
u519,u917,2022-09-05,3er nivel,false
u139,u547,2020-07-06,3er nivel,true
u1460,u262,2019-12-02,3er nivel,false
u1229,u2093,2023-07-22,1er nivel,false
u993,u189,2022-12-05,3er nivel,false
u1604,u136,2024-04-27,1er nivel,false
u937,u1381,2020-03-05,2do nivel,false
u784,u329,2023-11-28,1er nivel,false
u268,u136,2025-01-25,3er nivel,false
u1337,u1626,2021-04-03,3er nivel,true
u1027,u1830,2025-08-20,2do nivel,true
u735,u1727,2022-10-07,1er nivel,false
u1475,u1372,2024-09-02,2do nivel,true
u1936,u1953,2025-01-16,3er nivel,true
u1744,u1717,2024-10-10,3er nivel,true
u1657,u1351,2019-11-16,1er nivel,false
u1170,u1240,2024-04-28,1er nivel,true
u342,u1944,2024-01-28,3er nivel,false
u1201,u1302,2024-03-04,2do nivel,false
u1892,u95,2023-06-14,1er nivel,false
u1389,u2078,2021-02-20,2do nivel,false
u1696,u1161,2021-08-06,1er nivel,false
u1495,u1262,2019-12-04,1er nivel,false
u1744,u1490,2020-09-07,2do nivel,false
u209,u345,2022-11-11,2do nivel,true
u1596,u1642,2025-12-30,3er nivel,true
u232,u1505,2020-05-30,2do nivel,true
u108,u184,2025-04-05,2do nivel,false
u1630,u975,2020-02-22,2do nivel,false
u1675,u160,2023-06-26,3er nivel,false
u1265,u823,2020-10-20,1er nivel,false
u1371,u1347,2025-01-15,1er nivel,true
u921,u928,2019-12-31,2do nivel,true
u633,u1464,2022-03-15,3er nivel,false
u674,u2054,2020-12-13,3er nivel,true
u1613,u1759,2023-11-16,2do nivel,true
u1059,u2047,2025-11-05,2do nivel,true
u143,u87,2019-03-29,1er nivel,true
u0,u160,2019-03-22,1er nivel,true
u1712,u1635,2023-08-04,1er nivel,false
u53,u2081,2024-09-25,2do nivel,false
u1263,u284,2023-05-23,1er nivel,false
u1991,u1695,2022-11-16,1er nivel,true
u1208,u662,2022-12-22,1er nivel,true
u631,u545,2025-06-08,1er nivel,false
u824,u1509,2021-04-10,2do nivel,false
u640,u1970,2019-10-27,3er nivel,false
u1618,u1615,2020-04-21,2do nivel,true
u1182,u558,2025-10-18,1er nivel,true
u2173,u101,2020-03-24,3er nivel,true
u1943,u182,2020-04-18,2do nivel,false
u1202,u1263,2023-06-12,1er nivel,true
u1212,u1537,2021-12-22,3er nivel,true
u1996,u1324,2019-02-09,2do nivel,true
u389,u540,2021-04-19,1er nivel,true
u1306,u926,2022-01-22,3er nivel,false
u1545,u708,2020-02-27,2do nivel,false
u292,u122,2021-06-25,2do nivel,false
u428,u1221,2020-03-12,2do nivel,false
u1672,u1574,2024-12-03,3er nivel,true
u776,u1859,2021-02-28,3er nivel,true
u1823,u2167,2023-05-30,1er nivel,true
u2153,u1187,2023-08-20,1er nivel,false
u1500,u1457,2019-03-10,1er nivel,true
u271,u331,2021-12-11,3er nivel,false
u529,u1317,2021-02-22,2do nivel,false
u969,u30,2019-12-10,3er nivel,false
u1494,u1112,2025-05-20,3er nivel,false
u237,u1379,2025-12-29,2do nivel,false
u1477,u410,2021-11-30,2do nivel,true
u288,u18,2020-07-14,1er nivel,true
u2065,u1951,2019-01-07,3er nivel,false
u298,u1011,2023-10-26,1er nivel,false
u538,u273,2020-08-01,1er nivel,true
u138,u1172,2023-07-27,3er nivel,false
u1931,u1448,2020-08-13,1er nivel,true
u247,u2155,2022-03-10,3er nivel,false
u1284,u1227,2020-12-19,2do nivel,false
u1775,u2118,2023-04-21,1er nivel,true
u677,u225,2022-08-12,2do nivel,false
u387,u1884,2019-12-29,1er nivel,false
u1567,u2039,2021-05-29,3er nivel,true
u886,u1685,2025-06-06,1er nivel,false
u37,u1556,2021-10-25,3er nivel,false
u580,u984,2022-10-01,3er nivel,true
u1367,u338,2024-03-07,2do nivel,true
u222,u1245,2024-03-18,2do nivel,true
u163,u1254,2024-11-04,1er nivel,true
u1829,u1600,2020-06-15,2do nivel,true
u696,u1482,2022-11-05,1er nivel,true
u1884,u1257,2021-06-03,3er nivel,true
u638,u1616,2020-10-22,1er nivel,false
u239,u1743,2021-05-02,2do nivel,true
u1865,u965,2020-07-14,1er nivel,true
u292,u1065,2023-08-10,2do nivel,false
u1977,u1488,2019-05-03,1er nivel,true
u1338,u1208,2019-12-15,3er nivel,false
u677,u252,2021-05-18,3er nivel,false
u430,u178,2020-05-10,3er nivel,true
u1131,u1107,2021-06-05,1er nivel,true
u1489,u177,2025-07-19,3er nivel,true
u988,u1041,2019-06-18,3er nivel,false
u80,u224,2024-12-06,2do nivel,false
u2063,u1194,2024-11-27,2do nivel,false
u1340,u2135,2022-05-26,1er nivel,true
u1439,u758,2024-03-17,2do nivel,false
u2140,u1440,2024-03-30,2do nivel,false
u1780,u1201,2022-06-30,1er nivel,true
u2024,u2022,2022-10-29,1er nivel,true
u860,u599,2023-01-12,1er nivel,false
u1807,u1278,2025-11-02,2do nivel,true
u766,u708,2020-01-05,2do nivel,false
u237,u1455,2020-12-16,1er nivel,true
u1124,u1843,2019-11-07,3er nivel,false
u743,u89,2021-06-29,3er nivel,false
u1869,u2042,2024-01-15,3er nivel,true
u492,u724,2021-11-04,1er nivel,false
u1005,u2119,2023-04-19,3er nivel,true
u1536,u600,2021-07-27,1er nivel,false
u1384,u1438,2021-04-15,1er nivel,false
u819,u1218,2024-06-01,2do nivel,false
u891,u255,2023-11-15,2do nivel,false
u2086,u585,2024-02-03,2do nivel,false
u1228,u1590,2025-12-22,3er nivel,true
u1414,u2004,2021-06-16,3er nivel,true
u1002,u2013,2024-09-20,2do nivel,true
u1099,u1277,2020-06-03,3er nivel,true
u1672,u2179,2024-03-29,2do nivel,true
u86,u1884,2022-07-07,1er nivel,false
u1621,u321,2020-02-11,3er nivel,false
u1446,u1490,2020-02-01,1er nivel,false
u1224,u502,2025-04-22,3er nivel,false
u1561,u427,2019-12-20,2do nivel,true
u262,u1998,2019-10-22,3er nivel,false
u516,u1868,2019-02-02,1er nivel,true
u1698,u2076,2021-05-25,3er nivel,true
u1458,u1662,2020-11-21,3er nivel,false
u762,u246,2023-05-18,1er nivel,false
u283,u395,2023-07-12,3er nivel,false
u1709,u43,2022-11-07,2do nivel,true
u1366,u623,2023-07-19,3er nivel,true
u275,u1218,2024-01-07,1er nivel,true
u536,u1012,2020-12-10,2do nivel,true
u131,u1940,2021-10-06,1er nivel,false
u1850,u1496,2025-12-28,1er nivel,true
u741,u983,2019-05-27,1er nivel,false
u2083,u251,2022-08-22,2do nivel,false
u837,u334,2023-12-19,1er nivel,true
u235,u1146,2023-06-07,1er nivel,true
u291,u2150,2023-05-02,3er nivel,false
u66,u272,2025-05-08,3er nivel,false
u2189,u857,2022-12-03,1er nivel,false
u1232,u1209,2023-01-21,3er nivel,true
u447,u436,2021-06-29,1er nivel,true
u1470,u1197,2023-12-21,1er nivel,false
u790,u1048,2020-02-28,1er nivel,false
u87,u1400,2022-02-13,3er nivel,true
u1841,u1686,2021-11-07,2do nivel,true
u1575,u532,2025-08-02,2do nivel,true
u1675,u453,2021-02-15,1er nivel,false
u1364,u958,2025-11-26,2do nivel,true
u1919,u547,2019-04-03,2do nivel,false
u1420,u2121,2022-02-08,2do nivel,false
u221,u724,2020-06-25,1er nivel,false
u1980,u1551,2019-01-24,1er nivel,true
u222,u1734,2023-11-12,2do nivel,true
u1375,u724,2024-01-12,3er nivel,true
u1162,u1042,2022-01-15,2do nivel,true
u156,u1661,2023-12-08,2do nivel,false
u588,u267,2019-02-01,3er nivel,true
u60,u1703,2021-05-04,3er nivel,false
u1209,u818,2024-06-29,1er nivel,true
u2125,u1049,2020-11-15,2do nivel,false
u1416,u1104,2021-01-28,1er nivel,false
u976,u1382,2021-05-13,3er nivel,false
u1868,u514,2022-06-29,3er nivel,false
u2130,u2087,2021-03-04,1er nivel,true
u1361,u905,2022-10-10,1er nivel,true
u745,u1832,2024-01-01,2do nivel,false
u30,u788,2021-07-31,3er nivel,false
u2015,u453,2021-06-18,2do nivel,true
u1390,u2162,2024-07-16,3er nivel,false
u1372,u575,2020-10-28,1er nivel,true
u656,u184,2019-05-18,3er nivel,false
u50,u615,2021-05-29,3er nivel,false
u544,u193,2021-02-07,1er nivel,false
u863,u1235,2023-03-08,1er nivel,false
u134,u222,2020-05-28,1er nivel,false
u1684,u982,2025-02-02,1er nivel,false
u1546,u1701,2025-05-06,2do nivel,true
u1667,u1387,2024-09-10,2do nivel,false
u290,u1964,2025-01-29,3er nivel,false
u467,u900,2022-06-22,2do nivel,false
u1313,u1014,2020-10-23,3er nivel,false
u2039,u2037,2021-02-16,2do nivel,false
u1276,u639,2025-01-27,1er nivel,true
u2062,u2151,2023-06-02,1er nivel,false
u1715,u1638,2021-07-29,1er nivel,false
u756,u2097,2019-05-23,3er nivel,true
u398,u1389,2021-11-29,3er nivel,true
u1552,u2091,2020-12-06,2do nivel,false
u1869,u23,2022-12-30,3er nivel,false
u466,u289,2021-12-03,1er nivel,false
u1520,u1107,2024-07-16,2do nivel,false
u391,u743,2023-10-03,2do nivel,false
u71,u1876,2022-12-31,1er nivel,false
u415,u820,2024-10-04,1er nivel,false
u1497,u1692,2020-11-03,3er nivel,true
u905,u1236,2025-09-26,2do nivel,false
u1354,u444,2022-10-02,3er nivel,true
u634,u875,2019-08-04,3er nivel,false
u1994,u1642,2019-05-29,2do nivel,false
u1832,u1672,2023-01-31,3er nivel,false
u343,u687,2022-01-23,3er nivel,true
u942,u1222,2021-11-23,1er nivel,false
